age,young,mid,old,vold,job,admin,bluecollar,entrepreneur,housemaid,management,retired,selfemployed,student,services,technician,unemployed,marital,married,single,divorced,education,primary,secondary,tertiary,default,balance,housing,loan,contact,day,month,duration,campaign,campaign4,campaign8,campaign12,campaign16,pdays,previous,poutcome,po1failure,po2other,po3success,y
44,0,1,0,0,admin.,1,0,0,0,0,0,0,0,0,0,0,married,1,0,0,secondary,0,1,0,1,-204,1,0,0,8,may,105,1,1,0,0,0,347,2,failure,1,0,0,0
44,0,1,0,0,blue-collar,0,1,0,0,0,0,0,0,0,0,0,married,1,0,0,secondary,0,1,0,0,1343,1,1,0,8,may,414,2,1,0,0,0,287,2,failure,1,0,0,0
46,0,1,0,0,blue-collar,0,1,0,0,0,0,0,0,0,0,0,single,0,1,0,secondary,0,1,0,0,-100,1,0,0,8,may,445,2,1,0,0,0,303,1,failure,1,0,0,0
37,0,1,0,0,blue-collar,0,1,0,0,0,0,0,0,0,0,0,married,1,0,0,primary,1,0,0,0,403,1,0,0,8,may,318,2,1,0,0,0,338,1,success,0,0,1,0
29,1,0,0,0,blue-collar,0,1,0,0,0,0,0,0,0,0,0,single,0,1,0,secondary,0,1,0,0,234,1,0,0,8,may,139,1,1,0,0,0,345,1,other,0,1,0,0
35,0,1,0,0,blue-collar,0,1,0,0,0,0,0,0,0,0,0,single,0,1,0,secondary,0,1,0,0,0,1,0,0,8,may,237,1,1,0,0,0,368,1,other,0,1,0,0
33,0,1,0,0,management,0,0,0,0,1,0,0,0,0,0,0,married,1,0,0,tertiary,0,0,1,0,113,1,0,0,8,may,145,2,1,0,0,0,172,13,other,0,1,0,0
40,0,1,0,0,housemaid,0,0,0,1,0,0,0,0,0,0,0,single,0,1,0,primary,1,0,0,0,109,1,0,0,8,may,308,1,1,0,0,0,367,3,failure,1,0,0,0
37,0,1,0,0,management,0,0,0,0,1,0,0,0,0,0,0,married,1,0,0,tertiary,0,0,1,0,6815,1,0,0,8,may,92,2,1,0,0,0,172,2,other,0,1,0,0
35,0,1,0,0,services,0,0,0,0,0,0,0,0,1,0,0,married,1,0,0,secondary,0,1,0,0,70,1,1,0,8,may,197,1,1,0,0,0,350,4,failure,1,0,0,0
42,0,1,0,0,management,0,0,0,0,1,0,0,0,0,0,0,married,1,0,0,tertiary,0,0,1,0,4,1,0,0,8,may,579,2,1,0,0,0,295,1,success,0,0,1,1
41,0,1,0,0,blue-collar,0,1,0,0,0,0,0,0,0,0,0,married,1,0,0,primary,1,0,0,0,0,1,0,0,8,may,171,1,1,0,0,0,368,1,failure,1,0,0,0
47,0,1,0,0,services,0,0,0,0,0,0,0,0,1,0,0,married,1,0,0,secondary,0,1,0,0,759,1,0,1,8,may,75,1,1,0,0,0,323,2,failure,1,0,0,0
37,0,1,0,0,blue-collar,0,1,0,0,0,0,0,0,0,0,0,divorced,0,0,1,secondary,0,1,0,0,638,1,0,0,8,may,326,1,1,0,0,0,326,2,success,0,0,1,0
41,0,1,0,0,entrepreneur,0,0,1,0,0,0,0,0,0,0,0,married,1,0,0,tertiary,0,0,1,0,10,1,0,0,8,may,196,2,1,0,0,0,172,2,other,0,1,0,0
45,0,1,0,0,technician,0,0,0,0,0,0,0,0,0,1,0,married,1,0,0,secondary,0,1,0,0,0,0,0,0,8,may,166,1,1,0,0,0,340,1,failure,1,0,0,0
42,0,1,0,0,admin.,1,0,0,0,0,0,0,0,0,0,0,married,1,0,0,secondary,0,1,0,0,3279,1,0,0,8,may,261,1,1,0,0,0,344,1,failure,1,0,0,0
41,0,1,0,0,services,0,0,0,0,0,0,0,0,1,0,0,married,1,0,0,secondary,0,1,0,0,1717,1,0,0,8,may,520,2,1,0,0,0,343,3,other,0,1,0,0
43,0,1,0,0,technician,0,0,0,0,0,0,0,0,0,1,0,married,1,0,0,secondary,0,1,0,0,0,0,1,0,8,may,9,2,1,0,0,0,172,5,failure,1,0,0,0
52,0,0,0,0,blue-collar,0,1,0,0,0,0,0,0,0,0,0,married,1,0,0,secondary,0,1,0,0,26,1,0,0,8,may,191,2,1,0,0,0,368,1,failure,1,0,0,0
57,0,0,0,0,management,0,0,0,0,1,0,0,0,0,0,0,married,1,0,0,tertiary,0,0,1,0,830,1,1,0,8,may,662,1,1,0,0,0,367,1,success,0,0,1,1
34,0,1,0,0,technician,0,0,0,0,0,0,0,0,0,1,0,single,0,1,0,secondary,0,1,0,0,268,1,0,0,8,may,248,1,1,0,0,0,343,9,failure,1,0,0,0
46,0,1,0,0,entrepreneur,0,0,1,0,0,0,0,0,0,0,0,married,1,0,0,secondary,0,1,0,0,245,1,0,0,8,may,78,1,1,0,0,0,359,3,failure,1,0,0,0
42,0,1,0,0,blue-collar,0,1,0,0,0,0,0,0,0,0,0,married,1,0,0,primary,1,0,0,0,258,1,0,0,8,may,18,1,1,0,0,0,366,1,failure,1,0,0,0
32,0,1,0,0,blue-collar,0,1,0,0,0,0,0,0,0,0,0,married,1,0,0,primary,1,0,0,0,0,1,1,0,8,may,82,2,1,0,0,0,361,4,failure,1,0,0,0
46,0,1,0,0,technician,0,0,0,0,0,0,0,0,0,1,0,divorced,0,0,1,secondary,0,1,0,0,0,1,1,0,8,may,306,1,1,0,0,0,262,1,other,0,1,0,0
50,0,1,0,0,entrepreneur,0,0,1,0,0,0,0,0,0,0,0,married,1,0,0,primary,1,0,0,0,300,1,0,0,8,may,99,1,1,0,0,0,339,2,other,0,1,0,0
40,0,1,0,0,technician,0,0,0,0,0,0,0,0,0,1,0,single,0,1,0,secondary,0,1,0,0,287,1,0,0,8,may,69,1,1,0,0,0,298,3,failure,1,0,0,0
56,0,0,0,0,management,0,0,0,0,1,0,0,0,0,0,0,married,1,0,0,tertiary,0,0,1,0,935,1,0,0,8,may,209,2,1,0,0,0,172,1,failure,1,0,0,0
36,0,1,0,0,blue-collar,0,1,0,0,0,0,0,0,0,0,0,married,1,0,0,secondary,0,1,0,0,0,1,0,0,8,may,171,1,1,0,0,0,172,3,failure,1,0,0,0
36,0,1,0,0,management,0,0,0,0,1,0,0,0,0,0,0,single,0,1,0,tertiary,0,0,1,0,1531,1,0,0,8,may,81,3,1,0,0,0,170,1,failure,1,0,0,0
40,0,1,0,0,management,0,0,0,0,1,0,0,0,0,0,0,single,0,1,0,tertiary,0,0,1,0,-222,1,0,0,8,may,291,1,1,0,0,0,337,1,failure,1,0,0,0
40,0,1,0,0,blue-collar,0,1,0,0,0,0,0,0,0,0,0,married,1,0,0,secondary,0,1,0,0,280,1,0,0,8,may,435,2,1,0,0,0,340,3,failure,1,0,0,0
36,0,1,0,0,blue-collar,0,1,0,0,0,0,0,0,0,0,0,married,1,0,0,secondary,0,1,0,0,535,1,0,0,8,may,121,1,1,0,0,0,343,3,failure,1,0,0,0
26,1,0,0,0,admin.,1,0,0,0,0,0,0,0,0,0,0,single,0,1,0,secondary,0,1,0,0,0,1,0,0,8,may,339,1,1,0,0,0,66,3,other,0,1,0,0
39,0,1,0,0,technician,0,0,0,0,0,0,0,0,0,1,0,single,0,1,0,secondary,0,1,0,0,1685,1,0,0,8,may,319,1,1,0,0,0,368,1,failure,1,0,0,0
49,0,1,0,0,blue-collar,0,1,0,0,0,0,0,0,0,0,0,married,1,0,0,secondary,0,1,0,0,-202,1,1,0,8,may,608,2,1,0,0,0,170,5,failure,1,0,0,0
46,0,1,0,0,admin.,1,0,0,0,0,0,0,0,0,0,0,divorced,0,0,1,secondary,0,1,0,0,-637,1,0,0,8,may,218,1,1,0,0,0,172,1,failure,1,0,0,0
38,0,1,0,0,self-employed,0,0,0,0,0,0,1,0,0,0,0,married,1,0,0,primary,1,0,0,0,215,1,0,0,8,may,124,2,1,0,0,0,353,1,other,0,1,0,0
37,0,1,0,0,services,0,0,0,0,0,0,0,0,1,0,0,married,1,0,0,secondary,0,1,0,0,3429,1,1,0,8,may,151,4,1,0,0,0,171,11,other,0,1,0,0
52,0,0,0,0,technician,0,0,0,0,0,0,0,0,0,1,0,married,1,0,0,secondary,0,1,0,0,337,1,0,0,8,may,247,1,1,0,0,0,261,4,failure,1,0,0,0
34,0,1,0,0,blue-collar,0,1,0,0,0,0,0,0,0,0,0,married,1,0,0,secondary,0,1,0,0,0,1,0,0,8,may,325,1,1,0,0,0,170,2,failure,1,0,0,0
37,0,1,0,0,admin.,1,0,0,0,0,0,0,0,0,0,0,married,1,0,0,secondary,0,1,0,0,1314,1,0,0,8,may,682,2,1,0,0,0,85,7,success,0,0,1,0
46,0,1,0,0,management,0,0,0,0,1,0,0,0,0,0,0,married,1,0,0,tertiary,0,0,1,0,740,1,0,0,8,may,462,1,1,0,0,0,359,2,failure,1,0,0,0
32,0,1,0,0,blue-collar,0,1,0,0,0,0,0,0,0,0,0,single,0,1,0,secondary,0,1,0,0,2696,1,0,0,8,may,238,6,0,1,0,0,169,3,failure,1,0,0,0
28,1,0,0,0,services,0,0,0,0,0,0,0,0,1,0,0,single,0,1,0,secondary,0,1,0,0,430,1,0,0,8,may,158,2,1,0,0,0,350,2,failure,1,0,0,0
44,0,1,0,0,technician,0,0,0,0,0,0,0,0,0,1,0,single,0,1,0,secondary,0,1,0,0,293,1,0,0,8,may,345,2,1,0,0,0,358,1,failure,1,0,0,0
36,0,1,0,0,blue-collar,0,1,0,0,0,0,0,0,0,0,0,married,1,0,0,secondary,0,1,0,0,0,1,0,0,8,may,254,2,1,0,0,0,361,8,other,0,1,0,0
34,0,1,0,0,technician,0,0,0,0,0,0,0,0,0,1,0,single,0,1,0,secondary,0,1,0,0,1866,0,0,0,8,may,134,3,1,0,0,0,185,1,failure,1,0,0,0
41,0,1,0,0,unemployed,0,0,0,0,0,0,0,0,0,0,1,single,0,1,0,secondary,0,1,0,0,75,1,0,0,8,may,103,2,1,0,0,0,344,1,failure,1,0,0,0
50,0,1,0,0,management,0,0,0,0,1,0,0,0,0,0,0,divorced,0,0,1,tertiary,0,0,1,0,356,0,0,0,8,may,198,2,1,0,0,0,358,5,other,0,1,0,0
39,0,1,0,0,blue-collar,0,1,0,0,0,0,0,0,0,0,0,married,1,0,0,primary,1,0,0,0,1433,1,0,0,8,may,182,2,1,0,0,0,366,1,other,0,1,0,0
37,0,1,0,0,management,0,0,0,0,1,0,0,0,0,0,0,single,0,1,0,tertiary,0,0,1,0,4543,1,0,0,8,may,137,1,1,0,0,0,340,5,failure,1,0,0,0
46,0,1,0,0,services,0,0,0,0,0,0,0,0,1,0,0,divorced,0,0,1,secondary,0,1,0,0,355,1,0,0,8,may,122,2,1,0,0,0,338,8,other,0,1,0,0
31,0,1,0,0,student,0,0,0,0,0,0,0,1,0,0,0,single,0,1,0,tertiary,0,0,1,0,25,1,0,0,8,may,85,2,1,0,0,0,368,2,failure,1,0,0,0
34,0,1,0,0,self-employed,0,0,0,0,0,0,1,0,0,0,0,single,0,1,0,tertiary,0,0,1,0,589,1,0,1,8,may,44,4,1,0,0,0,367,1,other,0,1,0,0
31,0,1,0,0,blue-collar,0,1,0,0,0,0,0,0,0,0,0,divorced,0,0,1,primary,1,0,0,0,1,1,0,0,8,may,36,5,0,1,0,0,336,9,failure,1,0,0,0
44,0,1,0,0,management,0,0,0,0,1,0,0,0,0,0,0,married,1,0,0,secondary,0,1,0,0,438,1,0,1,8,may,37,3,1,0,0,0,303,1,failure,1,0,0,0
38,0,1,0,0,technician,0,0,0,0,0,0,0,0,0,1,0,divorced,0,0,1,secondary,0,1,0,0,566,1,0,0,8,may,44,2,1,0,0,0,275,2,failure,1,0,0,0
57,0,0,0,0,technician,0,0,0,0,0,0,0,0,0,1,0,divorced,0,0,1,primary,1,0,0,0,13,1,0,0,8,may,323,2,1,0,0,0,368,2,failure,1,0,0,0
31,0,1,0,0,blue-collar,0,1,0,0,0,0,0,0,0,0,0,divorced,0,0,1,secondary,0,1,0,0,-209,1,0,0,8,may,154,3,1,0,0,0,367,2,failure,1,0,0,0
55,0,0,0,0,management,0,0,0,0,1,0,0,0,0,0,0,divorced,0,0,1,tertiary,0,0,1,0,481,1,0,1,8,may,147,2,1,0,0,0,298,3,failure,1,0,0,0
41,0,1,0,0,management,0,0,0,0,1,0,0,0,0,0,0,married,1,0,0,secondary,0,1,0,0,41,1,0,0,8,may,177,2,1,0,0,0,364,6,other,0,1,0,0
48,0,1,0,0,admin.,1,0,0,0,0,0,0,0,0,0,0,married,1,0,0,secondary,0,1,0,0,257,1,0,1,8,may,186,4,1,0,0,0,358,11,failure,1,0,0,0
53,0,0,0,0,admin.,1,0,0,0,0,0,0,0,0,0,0,married,1,0,0,secondary,0,1,0,0,4493,0,0,0,8,may,286,2,1,0,0,0,168,3,failure,1,0,0,0
36,0,1,0,0,technician,0,0,0,0,0,0,0,0,0,1,0,divorced,0,0,1,secondary,0,1,0,0,515,1,1,0,8,may,104,4,1,0,0,0,252,3,failure,1,0,0,0
39,0,1,0,0,services,0,0,0,0,0,0,0,0,1,0,0,married,1,0,0,secondary,0,1,0,0,-762,1,1,0,8,may,40,6,0,1,0,0,343,2,failure,1,0,0,0
50,0,1,0,0,management,0,0,0,0,1,0,0,0,0,0,0,married,1,0,0,tertiary,0,0,1,0,-470,1,0,0,8,may,506,2,1,0,0,0,170,3,failure,1,0,0,0
56,0,0,0,0,blue-collar,0,1,0,0,0,0,0,0,0,0,0,single,0,1,0,primary,1,0,0,0,39,1,0,1,8,may,191,2,1,0,0,0,347,5,failure,1,0,0,0
31,0,1,0,0,housemaid,0,0,0,1,0,0,0,0,0,0,0,single,0,1,0,secondary,0,1,0,0,49,1,0,0,8,may,187,3,1,0,0,0,360,2,failure,1,0,0,0
41,0,1,0,0,technician,0,0,0,0,0,0,0,0,0,1,0,married,1,0,0,secondary,0,1,0,0,2576,1,1,0,8,may,296,5,0,1,0,0,361,11,failure,1,0,0,0
52,0,0,0,0,blue-collar,0,1,0,0,0,0,0,0,0,0,0,married,1,0,0,primary,1,0,0,0,863,0,0,0,8,may,224,2,1,0,0,0,170,3,failure,1,0,0,0
45,0,1,0,0,management,0,0,0,0,1,0,0,0,0,0,0,divorced,0,0,1,tertiary,0,0,1,0,2237,1,0,0,8,may,128,3,1,0,0,0,322,2,failure,1,0,0,0
40,0,1,0,0,blue-collar,0,1,0,0,0,0,0,0,0,0,0,married,1,0,0,secondary,0,1,0,0,498,1,0,0,8,may,55,2,1,0,0,0,298,4,failure,1,0,0,0
59,0,0,0,0,retired,0,0,0,0,0,1,0,0,0,0,0,married,1,0,0,tertiary,0,0,1,0,148,1,1,0,8,may,685,2,1,0,0,0,366,1,other,0,1,0,1
47,0,1,0,0,retired,0,0,0,0,0,1,0,0,0,0,0,married,1,0,0,primary,1,0,0,0,1374,0,1,1,8,may,479,2,1,0,0,0,359,3,failure,1,0,0,1
24,1,0,0,0,services,0,0,0,0,0,0,0,0,1,0,0,single,0,1,0,secondary,0,1,0,0,281,1,0,0,8,may,211,2,1,0,0,0,337,3,other,0,1,0,0
38,0,1,0,0,management,0,0,0,0,1,0,0,0,0,0,0,divorced,0,0,1,tertiary,0,0,1,0,637,1,0,0,8,may,295,2,1,0,0,0,343,1,other,0,1,0,0
43,0,1,0,0,blue-collar,0,1,0,0,0,0,0,0,0,0,0,married,1,0,0,secondary,0,1,0,0,490,1,0,0,8,may,216,2,1,0,0,0,368,2,failure,1,0,0,0
36,0,1,0,0,technician,0,0,0,0,0,0,0,0,0,1,0,married,1,0,0,secondary,0,1,0,0,23,1,0,0,8,may,152,2,1,0,0,0,347,1,failure,1,0,0,0
35,0,1,0,0,student,0,0,0,0,0,0,0,1,0,0,0,married,1,0,0,tertiary,0,0,1,0,387,1,0,0,8,may,1024,3,1,0,0,0,347,3,failure,1,0,0,1
30,1,0,0,0,blue-collar,0,1,0,0,0,0,0,0,0,0,0,married,1,0,0,secondary,0,1,0,0,23,1,0,0,8,may,129,2,1,0,0,0,359,4,failure,1,0,0,0
42,0,1,0,0,management,0,0,0,0,1,0,0,0,0,0,0,married,1,0,0,tertiary,0,0,1,0,-556,1,1,0,8,may,682,3,1,0,0,0,347,3,failure,1,0,0,1
37,0,1,0,0,services,0,0,0,0,0,0,0,0,1,0,0,single,0,1,0,secondary,0,1,0,0,393,1,0,0,8,may,348,4,1,0,0,0,350,2,other,0,1,0,0
39,0,1,0,0,admin.,1,0,0,0,0,0,0,0,0,0,0,married,1,0,0,secondary,0,1,0,0,0,1,0,1,8,may,283,3,1,0,0,0,296,5,failure,1,0,0,0
36,0,1,0,0,blue-collar,0,1,0,0,0,0,0,0,0,0,0,married,1,0,0,primary,1,0,0,0,0,1,0,0,8,may,108,2,1,0,0,0,367,2,failure,1,0,0,0
32,0,1,0,0,blue-collar,0,1,0,0,0,0,0,0,0,0,0,married,1,0,0,secondary,0,1,0,0,95,1,0,1,8,may,265,4,1,0,0,0,337,2,failure,1,0,0,0
34,0,1,0,0,admin.,1,0,0,0,0,0,0,0,0,0,0,married,1,0,0,secondary,0,1,0,0,471,1,0,0,8,may,146,3,1,0,0,0,340,2,failure,1,0,0,0
43,0,1,0,0,blue-collar,0,1,0,0,0,0,0,0,0,0,0,married,1,0,0,primary,1,0,0,0,60,0,0,0,8,may,487,2,1,0,0,0,367,2,other,0,1,0,0
52,0,0,0,0,management,0,0,0,0,1,0,0,0,0,0,0,single,0,1,0,tertiary,0,0,1,0,824,0,0,0,8,may,466,1,1,0,0,0,354,2,failure,1,0,0,0
36,0,1,0,0,blue-collar,0,1,0,0,0,0,0,0,0,0,0,married,1,0,0,secondary,0,1,0,0,153,1,0,0,8,may,263,1,1,0,0,0,171,2,failure,1,0,0,0
38,0,1,0,0,blue-collar,0,1,0,0,0,0,0,0,0,0,0,married,1,0,0,secondary,0,1,0,0,395,1,0,0,8,may,83,1,1,0,0,0,367,2,failure,1,0,0,0
44,0,1,0,0,technician,0,0,0,0,0,0,0,0,0,1,0,single,0,1,0,secondary,0,1,0,0,140,1,0,0,8,may,324,2,1,0,0,0,268,2,failure,1,0,0,0
39,0,1,0,0,services,0,0,0,0,0,0,0,0,1,0,0,married,1,0,0,primary,1,0,0,0,324,1,0,0,8,may,340,2,1,0,0,0,312,4,failure,1,0,0,0
41,0,1,0,0,blue-collar,0,1,0,0,0,0,0,0,0,0,0,married,1,0,0,secondary,0,1,0,0,211,1,0,1,8,may,546,3,1,0,0,0,368,4,failure,1,0,0,0
44,0,1,0,0,technician,0,0,0,0,0,0,0,0,0,1,0,divorced,0,0,1,secondary,0,1,0,0,177,1,0,0,8,may,364,1,1,0,0,0,365,3,failure,1,0,0,0
42,0,1,0,0,management,0,0,0,0,1,0,0,0,0,0,0,married,1,0,0,secondary,0,1,0,0,3018,1,0,0,8,may,288,3,1,0,0,0,172,2,failure,1,0,0,0
26,1,0,0,0,admin.,1,0,0,0,0,0,0,0,0,0,0,married,1,0,0,secondary,0,1,0,0,354,1,0,0,8,may,282,5,0,1,0,0,347,5,other,0,1,0,0
49,0,1,0,0,retired,0,0,0,0,0,1,0,0,0,0,0,married,1,0,0,secondary,0,1,0,0,993,1,1,0,8,may,199,1,1,0,0,0,301,2,other,0,1,0,0
29,1,0,0,0,management,0,0,0,0,1,0,0,0,0,0,0,single,0,1,0,tertiary,0,0,1,0,572,1,0,1,8,may,72,6,0,1,0,0,181,1,success,0,0,1,0
34,0,1,0,0,admin.,1,0,0,0,0,0,0,0,0,0,0,divorced,0,0,1,secondary,0,1,0,0,140,1,0,0,8,may,81,2,1,0,0,0,365,1,failure,1,0,0,0
42,0,1,0,0,services,0,0,0,0,0,0,0,0,1,0,0,married,1,0,0,secondary,0,1,0,0,714,1,1,0,8,may,211,1,1,0,0,0,358,5,failure,1,0,0,0
42,0,1,0,0,admin.,1,0,0,0,0,0,0,0,0,0,0,divorced,0,0,1,secondary,0,1,0,0,256,0,0,0,8,may,322,1,1,0,0,0,323,1,failure,1,0,0,0
38,0,1,0,0,technician,0,0,0,0,0,0,0,0,0,1,0,married,1,0,0,secondary,0,1,0,0,1333,1,0,1,11,may,21,5,0,1,0,0,346,6,other,0,1,0,0
46,0,1,0,0,admin.,1,0,0,0,0,0,0,0,0,0,0,divorced,0,0,1,primary,1,0,0,0,1807,1,0,0,11,may,62,3,1,0,0,0,339,2,failure,1,0,0,0
29,1,0,0,0,blue-collar,0,1,0,0,0,0,0,0,0,0,0,married,1,0,0,secondary,0,1,0,0,37,1,0,0,11,may,138,3,1,0,0,0,353,1,other,0,1,0,0
36,0,1,0,0,technician,0,0,0,0,0,0,0,0,0,1,0,married,1,0,0,secondary,0,1,0,0,432,1,0,0,11,may,61,3,1,0,0,0,255,2,failure,1,0,0,0
46,0,1,0,0,blue-collar,0,1,0,0,0,0,0,0,0,0,0,married,1,0,0,primary,1,0,0,0,0,1,0,1,11,may,30,4,1,0,0,0,304,2,other,0,1,0,0
34,0,1,0,0,technician,0,0,0,0,0,0,0,0,0,1,0,single,0,1,0,secondary,0,1,0,0,664,1,1,0,11,may,88,2,1,0,0,0,343,2,other,0,1,0,0
55,0,0,0,0,management,0,0,0,0,1,0,0,0,0,0,0,married,1,0,0,tertiary,0,0,1,0,1402,1,0,0,11,may,125,2,1,0,0,0,175,1,failure,1,0,0,0
43,0,1,0,0,blue-collar,0,1,0,0,0,0,0,0,0,0,0,married,1,0,0,secondary,0,1,0,0,704,1,0,1,11,may,28,2,1,0,0,0,306,1,failure,1,0,0,0
34,0,1,0,0,management,0,0,0,0,1,0,0,0,0,0,0,married,1,0,0,tertiary,0,0,1,0,1288,1,0,0,11,may,15,8,0,1,0,0,270,7,other,0,1,0,0
57,0,0,0,0,self-employed,0,0,0,0,0,0,1,0,0,0,0,married,1,0,0,primary,1,0,0,0,-34,1,1,0,11,may,108,6,0,1,0,0,371,2,failure,1,0,0,0
37,0,1,0,0,blue-collar,0,1,0,0,0,0,0,0,0,0,0,married,1,0,0,primary,1,0,0,0,240,1,0,0,11,may,259,1,1,0,0,0,370,2,other,0,1,0,0
41,0,1,0,0,self-employed,0,0,0,0,0,0,1,0,0,0,0,married,1,0,0,tertiary,0,0,1,0,355,1,0,0,11,may,573,1,1,0,0,0,28,4,other,0,1,0,0
57,0,0,0,0,entrepreneur,0,0,1,0,0,0,0,0,0,0,0,divorced,0,0,1,secondary,0,1,0,1,25,1,0,0,11,may,652,1,1,0,0,0,370,4,other,0,1,0,0
60,0,0,0,0,admin.,1,0,0,0,0,0,0,0,0,0,0,married,1,0,0,secondary,0,1,0,0,-396,1,0,0,11,may,443,1,1,0,0,0,350,1,failure,1,0,0,0
44,0,1,0,0,admin.,1,0,0,0,0,0,0,0,0,0,0,divorced,0,0,1,secondary,0,1,0,0,738,1,0,0,11,may,55,1,1,0,0,0,171,8,failure,1,0,0,0
45,0,1,0,0,blue-collar,0,1,0,0,0,0,0,0,0,0,0,married,1,0,0,primary,1,0,0,0,0,1,0,1,11,may,64,1,1,0,0,0,362,7,failure,1,0,0,0
54,0,0,0,0,entrepreneur,0,0,1,0,0,0,0,0,0,0,0,married,1,0,0,primary,1,0,0,0,943,1,1,1,11,may,194,1,1,0,0,0,340,2,failure,1,0,0,0
50,0,1,0,0,blue-collar,0,1,0,0,0,0,0,0,0,0,0,married,1,0,0,secondary,0,1,0,0,2419,1,0,0,11,may,309,1,1,0,0,0,342,3,other,0,1,0,0
41,0,1,0,0,blue-collar,0,1,0,0,0,0,0,0,0,0,0,married,1,0,0,secondary,0,1,0,0,-217,1,0,0,11,may,313,1,1,0,0,0,349,3,other,0,1,0,0
47,0,1,0,0,blue-collar,0,1,0,0,0,0,0,0,0,0,0,married,1,0,0,secondary,0,1,0,0,2548,1,0,0,11,may,577,1,1,0,0,0,368,1,other,0,1,0,0
38,0,1,0,0,services,0,0,0,0,0,0,0,0,1,0,0,married,1,0,0,secondary,0,1,0,0,741,1,0,0,11,may,363,1,1,0,0,0,343,2,failure,1,0,0,0
40,0,1,0,0,blue-collar,0,1,0,0,0,0,0,0,0,0,0,married,1,0,0,secondary,0,1,0,0,6767,1,0,0,11,may,431,1,1,0,0,0,172,2,failure,1,0,0,0
47,0,1,0,0,technician,0,0,0,0,0,0,0,0,0,1,0,married,1,0,0,secondary,0,1,0,0,-59,1,1,0,11,may,502,1,1,0,0,0,343,2,failure,1,0,0,0
35,0,1,0,0,management,0,0,0,0,1,0,0,0,0,0,0,single,0,1,0,secondary,0,1,0,0,356,1,0,0,11,may,7,5,0,1,0,0,171,12,failure,1,0,0,0
32,0,1,0,0,management,0,0,0,0,1,0,0,0,0,0,0,married,1,0,0,tertiary,0,0,1,0,859,1,1,0,11,may,195,5,0,1,0,0,172,11,other,0,1,0,0
36,0,1,0,0,technician,0,0,0,0,0,0,0,0,0,1,0,married,1,0,0,secondary,0,1,0,0,483,1,0,0,11,may,179,1,1,0,0,0,304,2,failure,1,0,0,0
50,0,1,0,0,admin.,1,0,0,0,0,0,0,0,0,0,0,married,1,0,0,secondary,0,1,0,0,284,1,0,0,11,may,106,1,1,0,0,0,278,3,failure,1,0,0,0
44,0,1,0,0,admin.,1,0,0,0,0,0,0,0,0,0,0,single,0,1,0,secondary,0,1,0,0,985,1,1,0,11,may,9,7,0,1,0,0,325,19,failure,1,0,0,0
43,0,1,0,0,management,0,0,0,0,1,0,0,0,0,0,0,divorced,0,0,1,tertiary,0,0,1,0,221,1,0,0,11,may,313,1,1,0,0,0,369,2,failure,1,0,0,0
35,0,1,0,0,technician,0,0,0,0,0,0,0,0,0,1,0,divorced,0,0,1,tertiary,0,0,1,0,4515,1,0,0,11,may,66,3,1,0,0,0,173,2,failure,1,0,0,0
37,0,1,0,0,blue-collar,0,1,0,0,0,0,0,0,0,0,0,married,1,0,0,primary,1,0,0,0,0,0,0,1,11,may,108,2,1,0,0,0,306,1,failure,1,0,0,0
38,0,1,0,0,blue-collar,0,1,0,0,0,0,0,0,0,0,0,divorced,0,0,1,secondary,0,1,0,0,0,1,0,0,11,may,580,1,1,0,0,0,173,1,failure,1,0,0,0
39,0,1,0,0,entrepreneur,0,0,1,0,0,0,0,0,0,0,0,single,0,1,0,tertiary,0,0,1,0,243,0,1,0,11,may,128,3,1,0,0,0,371,1,failure,1,0,0,0
40,0,1,0,0,technician,0,0,0,0,0,0,0,0,0,1,0,single,0,1,0,secondary,0,1,0,0,281,1,0,0,11,may,7,11,0,0,1,0,360,2,other,0,1,0,0
35,0,1,0,0,management,0,0,0,0,1,0,0,0,0,0,0,divorced,0,0,1,tertiary,0,0,1,0,434,1,0,0,11,may,277,1,1,0,0,0,271,2,success,0,0,1,0
45,0,1,0,0,blue-collar,0,1,0,0,0,0,0,0,0,0,0,married,1,0,0,primary,1,0,0,0,1265,1,0,0,11,may,40,8,0,1,0,0,299,1,success,0,0,1,0
41,0,1,0,0,admin.,1,0,0,0,0,0,0,0,0,0,0,single,0,1,0,secondary,0,1,0,0,-109,1,1,0,11,may,1038,1,1,0,0,0,370,1,failure,1,0,0,1
54,0,0,0,0,management,0,0,0,0,1,0,0,0,0,0,0,married,1,0,0,tertiary,0,0,1,0,7249,1,1,0,11,may,346,1,1,0,0,0,96,3,failure,1,0,0,0
41,0,1,0,0,blue-collar,0,1,0,0,0,0,0,0,0,0,0,married,1,0,0,primary,1,0,0,0,236,1,0,1,11,may,65,1,1,0,0,0,356,2,failure,1,0,0,0
29,1,0,0,0,blue-collar,0,1,0,0,0,0,0,0,0,0,0,married,1,0,0,secondary,0,1,0,0,228,1,0,0,11,may,12,8,0,1,0,0,342,9,failure,1,0,0,0
29,1,0,0,0,admin.,1,0,0,0,0,0,0,0,0,0,0,single,0,1,0,tertiary,0,0,1,0,200,1,0,0,11,may,195,1,1,0,0,0,357,1,other,0,1,0,0
49,0,1,0,0,admin.,1,0,0,0,0,0,0,0,0,0,0,divorced,0,0,1,secondary,0,1,0,0,-212,1,1,0,11,may,469,1,1,0,0,0,350,1,failure,1,0,0,0
